"Name of Satellite, Alternate Names","Current Official Name of Satellite","Country/Org of UN Registry","Country of Operator/Owner",Operator/Owner,Users,Purpose,"Detailed Purpose","Class of Orbit","Type of Orbit","Longitude of GEO (degrees)","Perigee (km)","Apogee (km)",Eccentricity,"Inclination (degrees)","Period (minutes)","Launch Mass (kg.)","Dry Mass (kg.)","Power (watts)","Date of Launch","Expected Lifetime (yrs.)",Contractor,"Country of Contractor","Launch Site","Launch Vehicle","COSPAR Number","NORAD Number",Comments
"Starlink-2069 ","Starlink-2069 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005L,47359,
"Starlink-2070 ","Starlink-2070 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005M,47360,
"Starlink-2071 ","Starlink-2071 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005N,47361,
"Starlink-2076 ","Starlink-2076 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005P,47362,
"Starlink-2077 ","Starlink-2077 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005Q,47363,
"Starlink-2078 ","Starlink-2078 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/02/15,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-012BH,47675,
"Starlink-2080 ","Starlink-2080 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005S,47365,
"Starlink-2081 ","Starlink-2081 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005T,47366,
"Starlink-2082 ","Starlink-2082 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005U,47367,
"Starlink-2083 ","Starlink-2083 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/02/15,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-012BJ,47676,
"Starlink-2084 ","Starlink-2084 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005V,47368,
"Starlink-2085 ","Starlink-2085 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005W,47369,
"Starlink-2086 ","Starlink-2086 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005X,47370,
Starlink-2087,Starlink-2087,USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/24,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-024A,47977,
"Starlink-2088 ","Starlink-2088 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005Y,47371,
"Starlink-2089 ","Starlink-2089 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005Z,47372,
"Starlink-2090 ","Starlink-2090 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/02/15,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-012BK,47677,
"Starlink-2092 ","Starlink-2092 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9","2021-005AA ",47373,
"Starlink-2093 ","Starlink-2093 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005AB,47374,
"Starlink-2094 ","Starlink-2094 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005AC,47375,
"Starlink-2095 ","Starlink-2095 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/02/15,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-012BM,47679,
"Starlink-2096 ","Starlink-2096 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005AD,47376,
"Starlink-2097 ","Starlink-2097 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005AE,47377,
"Starlink-2098 ","Starlink-2098 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005AF,47378,
"Starlink-2099 ","Starlink-2099 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005AG,47379,
"Starlink-2100 ","Starlink-2100 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005AH,47380,
"Starlink-2101 ","Starlink-2101 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005AJ,47381,
"Starlink-2102 ","Starlink-2102 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005AK,47382,
"Starlink-2103 ","Starlink-2103 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005AL,47383,
"Starlink-2104 ","Starlink-2104 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005AM,47384,
"Starlink-2105 ","Starlink-2105 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005AN,47385,
"Starlink-2106 ","Starlink-2106 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005AP,47386,
"Starlink-2107 ","Starlink-2107 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017B,47723,
"Starlink-2108 ","Starlink-2108 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005AQ,47387,
"Starlink-2109 ","Starlink-2109 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005AR,47388,
"Starlink-2110 ","Starlink-2110 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005AS,47389,
"Starlink-2111 ","Starlink-2111 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005AT,47390,
"Starlink-2112 ","Starlink-2112 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005AU,47391,
"Starlink-2113 ","Starlink-2113 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005AV,47392,
"Starlink-2114 ","Starlink-2114 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005AW,47393,
"Starlink-2115 ","Starlink-2115 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005AX,47394,
"Starlink-2116 ","Starlink-2116 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017C,47724,
"Starlink-2117 ","Starlink-2117 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005AY,47395,
"Starlink-2118 ","Starlink-2118 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005AZ,47396,
"Starlink-2119 ","Starlink-2119 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005BA,47397,
"Starlink-2120 ","Starlink-2120 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005BB,47398,
"Starlink-2121 ","Starlink-2121 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005BC,47399,
"Starlink-2122 ","Starlink-2122 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005BD,47400,
"Starlink-2123 ","Starlink-2123 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005BE,47401,
"Starlink-2124 ","Starlink-2124 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005BF,47402,
"Starlink-2125 ","Starlink-2125 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017D,47725,
"Starlink-2126 ","Starlink-2126 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017E,47726,
"Starlink-2127 ","Starlink-2127 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005BG,47403,
"Starlink-2128 ","Starlink-2128 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005BH,47404,
"Starlink-2129 ","Starlink-2129 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017F,47727,
"Starlink-2130 ","Starlink-2130 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005BJ,47405,
"Starlink-2131 ","Starlink-2131 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017G,47728,
"Starlink-2132 ","Starlink-2132 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017H,47729,
"Starlink-2133 ","Starlink-2133 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005BK,47406,
"Starlink-2134 ","Starlink-2134 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005BL,47407,
"Starlink-2135 ","Starlink-2135 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/01/20,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-005BM,47408,
Starlink-2139,Starlink-2139,USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,564,582,0.001296269624081809,53,95.6,260,,,2021/05/15,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-041B,48554,
"Starlink-2140 ","Starlink-2140 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017J,47730,
"Starlink-2141 ","Starlink-2141 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017K,47731,
"Starlink-2142 ","Starlink-2142 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017L,47732,
"Starlink-2143 ","Starlink-2143 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017M,47733,
"Starlink-2144 ","Starlink-2144 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017N,47734,
Starlink-2145,Starlink-2145,USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,564,582,0.001296269624081809,53,95.6,260,,,2021/05/15,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-041C,48555,
"Starlink-2146 ","Starlink-2146 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017P,47735,
"Starlink-2147 ","Starlink-2147 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017Q,37736,
"Starlink-2148 ","Starlink-2148 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017R,47737,
"Starlink-2149 ","Starlink-2149 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017S,47738,
"Starlink-2150 ","Starlink-2150 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017T,47739,
Starlink-2151,Starlink-2151,USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,564,582,0.001296269624081809,53,95.6,260,,,2021/05/15,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-041D,48556,
"Starlink-2152 ","Starlink-2152 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017U,47740,
"Starlink-2153 ","Starlink-2153 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/24,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-024AJ,48009,
"Starlink-2154 ","Starlink-2154 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017V,47741,
Starlink-2155,Starlink-2155,USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,564,582,0.001296269624081809,53,95.6,260,,,2021/05/15,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-041E,48557,
"Starlink-2156 ","Starlink-2156 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017W,47742,
"Starlink-2157 ","Starlink-2157 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017X,47743,
"Starlink-2158 ","Starlink-2158 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017Y,47744,
"Starlink-2159 ","Starlink-2159 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017Z,47745,
"Starlink-2160 ","Starlink-2160 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017AA,47746,
"Starlink-2161 ","Starlink-2161 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017AB,47747,
"Starlink-2162 ","Starlink-2162 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017AC,47748,
"Starlink-2163 ","Starlink-2163 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017AD,47749,
"Starlink-2164 ","Starlink-2164 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017AE,47750,
Starlink-2166,Starlink-2166,USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,564,582,0.001296269624081809,53,95.6,260,,,2021/05/15,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-041F,48558,
Starlink-2167,Starlink-2167,USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,564,582,0.001296269624081809,53,95.6,260,,,2021/05/15,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-041G,48559,
"Starlink-2168 ","Starlink-2168 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017AF,47751,
"Starlink-2169 ","Starlink-2169 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017AG,47752,
"Starlink-2170 ","Starlink-2170 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017AH,47753,
"Starlink-2171 ","Starlink-2171 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017AJ,47754,
"Starlink-2174 ","Starlink-2174 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017AL,47756,
"Starlink-2175 ","Starlink-2175 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017AM,47757,
"Starlink-2178 ","Starlink-2178 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017AQ,47760,
"Starlink-2179 ","Starlink-2179 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017AR,47761,
"Starlink-2180 ","Starlink-2180 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017AS,47762,
"Starlink-2181 ","Starlink-2181 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017AT,47763,
"Starlink-2182 ","Starlink-2182 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017AU,47764,
"Starlink-2184 ","Starlink-2184 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017AW,47766,
"Starlink-2185 ","Starlink-2185 ",USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,548,561,0.0009386959347245288,53,95.6,260,,,2021/03/04,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-017AX,47767,
Starlink-2186,Starlink-2186,USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,564,582,0.001296269624081809,53,95.6,260,,,2021/05/15,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-041J,48561,
Starlink-2187,Starlink-2187,USA,USA,SpaceX,Commercial,Communications,,LEO,"Non-Polar Inclined",0,564,582,0.001296269624081809,53,95.6,260,,,2021/05/15,4,SpaceX,USA,"Cape Canaveral","Falcon 9",2021-041K,48562,
